student_id,week,avg_session_time,videos_completed,assignments_submitted,forum_posts,gpa_trend,created_at
248,7,33.4,4,4,2,2.84,2026-04-26T17:41:32.307679Z
248,8,52.9,3,0,2,2.73,2026-05-03T17:41:32.307679Z
249,1,19.0,7,4,1,2.72,2026-03-17T17:41:32.307679Z
249,2,17.3,2,3,0,2.6,2026-03-22T17:41:32.307679Z
249,3,13.4,4,3,1,2.67,2026-03-31T17:41:32.307679Z
249,4,8.9,1,1,2,2.66,2026-04-07T17:41:32.307679Z
249,5,1.0,1,2,1,2.56,2026-04-12T17:41:32.307679Z
249,6,4.1,5,2,3,2.41,2026-04-22T17:41:32.307679Z
249,7,7.8,2,5,1,2.35,2026-04-25T17:41:32.307679Z
249,8,1.0,0,2,2,2.4,2026-05-03T17:41:32.307679Z
250,1,27.2,1,5,1,3.67,2026-03-17T17:41:32.307679Z
250,2,15.7,0,5,1,3.72,2026-03-21T17:41:32.307679Z
250,3,25.6,4,3,4,3.58,2026-03-28T17:41:32.307679Z
250,4,26.1,7,1,1,3.59,2026-04-08T17:41:32.307679Z
250,5,1.0,8,3,3,3.47,2026-04-12T17:41:32.307679Z
250,6,1.0,1,2,2,3.46,2026-04-19T17:41:32.307679Z
250,7,11.8,1,1,1,3.45,2026-04-27T17:41:32.307679Z
250,8,21.5,2,3,2,3.44,2026-04-30T17:41:32.307679Z
251,1,37.0,3,1,2,2.85,2026-03-13T17:41:32.307679Z
251,2,28.5,7,0,3,2.93,2026-03-23T17:41:32.307679Z
251,3,24.1,1,5,1,2.78,2026-03-31T17:41:32.307679Z
251,4,18.2,4,2,3,2.83,2026-04-04T17:41:32.307679Z
251,5,18.3,4,2,1,2.7,2026-04-15T17:41:32.307679Z
251,6,33.0,3,3,2,2.7,2026-04-21T17:41:32.307679Z
251,7,5.7,4,3,2,2.52,2026-04-27T17:41:32.307679Z
251,8,27.0,2,4,2,2.51,2026-04-30T17:41:32.307679Z
252,1,30.7,4,1,2,2.54,2026-03-13T17:41:32.307679Z
252,2,27.7,5,1,4,2.56,2026-03-21T17:41:32.307679Z
252,3,21.9,4,4,2,2.49,2026-03-26T17:41:32.307679Z
252,4,25.0,2,1,3,2.43,2026-04-05T17:41:32.307679Z
252,5,15.0,3,3,2,2.29,2026-04-14T17:41:32.307679Z
252,6,4.6,3,2,1,2.36,2026-04-19T17:41:32.307679Z
252,7,1.0,4,1,2,2.16,2026-04-24T17:41:32.307679Z
252,8,1.0,4,2,2,2.29,2026-05-03T17:41:32.307679Z
253,1,37.9,5,3,2,2.65,2026-03-15T17:41:32.307679Z
253,2,33.4,6,5,2,2.62,2026-03-23T17:41:32.307679Z
253,3,27.9,5,1,1,2.59,2026-03-30T17:41:32.307679Z
253,4,34.0,1,3,1,2.56,2026-04-02T17:41:32.307679Z
253,5,31.5,6,3,1,2.45,2026-04-12T17:41:32.307679Z
253,6,13.4,1,1,2,2.31,2026-04-19T17:41:32.307679Z
253,7,17.2,3,1,1,2.33,2026-04-26T17:41:32.307679Z
253,8,1.0,2,0,2,2.3,2026-05-04T17:41:32.307679Z
254,1,28.9,6,5,3,2.87,2026-03-16T17:41:32.307679Z
254,2,23.4,4,0,0,2.71,2026-03-25T17:41:32.307679Z
254,3,16.4,0,4,1,2.74,2026-03-30T17:41:32.307679Z
254,4,26.4,3,3,1,2.68,2026-04-08T17:41:32.307679Z
254,5,28.5,7,3,1,2.74,2026-04-13T17:41:32.307679Z
254,6,5.3,2,3,3,2.65,2026-04-20T17:41:32.307679Z
254,7,12.2,5,2,3,2.47,2026-04-26T17:41:32.307679Z
254,8,1.0,0,0,1,2.59,2026-05-05T17:41:32.307679Z
255,1,45.0,8,1,1,3.77,2026-03-15T17:41:32.307679Z
255,2,38.5,5,0,1,3.62,2026-03-22T17:41:32.307679Z
255,3,27.4,6,2,2,3.63,2026-03-29T17:41:32.307679Z
255,4,31.5,4,5,3,3.64,2026-04-05T17:41:32.307679Z
255,5,24.8,1,4,0,3.53,2026-04-12T17:41:32.307679Z
255,6,21.0,0,3,0,3.46,2026-04-20T17:41:32.307679Z
255,7,37.2,0,5,1,3.46,2026-04-23T17:41:32.307679Z
255,8,30.0,0,3,2,3.45,2026-04-30T17:41:32.307679Z
256,1,47.0,7,1,2,3.21,2026-03-17T17:41:32.307679Z
256,2,45.5,6,2,1,3.14,2026-03-22T17:41:32.307679Z
256,3,48.2,2,1,2,3.11,2026-03-29T17:41:32.307679Z
256,4,36.8,6,1,1,2.94,2026-04-04T17:41:32.307679Z
256,5,28.4,3,4,2,2.87,2026-04-11T17:41:32.307679Z
256,6,45.0,5,4,1,2.94,2026-04-22T17:41:32.307679Z
256,7,26.7,3,2,4,2.89,2026-04-25T17:41:32.307679Z
256,8,29.5,1,0,1,2.86,2026-05-01T17:41:32.307679Z
257,1,64.3,2,2,2,3.16,2026-03-12T17:41:32.307679Z
257,2,54.7,4,3,0,3.09,2026-03-24T17:41:32.307679Z
257,3,58.0,7,2,2,2.93,2026-03-29T17:41:32.307679Z
257,4,54.6,7,2,0,2.91,2026-04-03T17:41:32.307679Z
257,5,55.9,2,2,1,2.8,2026-04-10T17:41:32.307679Z
257,6,53.2,6,3,0,2.8,2026-04-20T17:41:32.307679Z
257,7,54.1,4,3,1,2.81,2026-04-26T17:41:32.307679Z
257,8,23.6,3,2,0,2.83,2026-04-30T17:41:32.307679Z
258,1,51.3,5,0,0,2.74,2026-03-18T17:41:32.307679Z
258,2,51.8,3,3,2,2.63,2026-03-22T17:41:32.307679Z
258,3,49.6,5,0,0,2.62,2026-03-28T17:41:32.307679Z
258,4,42.2,0,0,1,2.49,2026-04-06T17:41:32.307679Z
258,5,42.6,0,4,1,2.57,2026-04-09T17:41:32.307679Z
258,6,42.0,4,5,1,2.35,2026-04-16T17:41:32.307679Z
258,7,31.0,2,2,1,2.36,2026-04-28T17:41:32.307679Z
258,8,15.8,0,3,2,2.34,2026-05-03T17:41:32.307679Z
259,1,47.7,5,0,2,2.57,2026-03-17T17:41:32.307679Z
259,2,39.4,6,1,1,2.56,2026-03-22T17:41:32.307679Z
259,3,37.0,1,1,1,2.5,2026-03-30T17:41:32.307679Z
259,4,38.3,5,7,0,2.48,2026-04-04T17:41:32.307679Z
259,5,30.9,1,2,1,2.45,2026-04-11T17:41:32.307679Z
259,6,45.7,3,4,1,2.42,2026-04-19T17:41:32.307679Z
259,7,18.5,5,1,2,2.26,2026-04-24T17:41:32.307679Z
259,8,39.3,1,1,1,2.19,2026-05-06T17:41:32.307679Z
260,1,37.6,5,2,0,3.61,2026-03-15T17:41:32.307679Z
260,2,32.0,6,1,3,3.55,2026-03-24T17:41:32.307679Z
260,3,33.2,5,3,2,3.59,2026-03-29T17:41:32.307679Z
260,4,22.0,7,0,2,3.57,2026-04-05T17:41:32.307679Z
260,5,29.9,2,7,3,3.57,2026-04-15T17:41:32.307679Z
260,6,6.4,5,1,1,3.36,2026-04-22T17:41:32.307679Z
260,7,2.6,5,4,3,3.4,2026-04-27T17:41:32.307679Z
260,8,33.2,2,3,3,3.44,2026-05-03T17:41:32.307679Z
261,1,55.0,7,4,2,3.87,2026-03-15T17:41:32.307679Z
261,2,59.1,0,3,1,3.8,2026-03-20T17:41:32.307679Z
261,3,52.2,3,4,1,3.82,2026-03-30T17:41:32.307679Z
261,4,56.9,1,5,1,3.67,2026-04-04T17:41:32.307679Z
261,5,31.2,5,4,1,3.61,2026-04-11T17:41:32.307679Z
261,6,48.9,2,3,1,3.63,2026-04-19T17:41:32.307679Z
261,7,49.6,2,4,1,3.62,2026-04-23T17:41:32.307679Z
261,8,57.0,0,4,3,3.49,2026-05-06T17:41:32.307679Z
262,1,41.4,8,2,3,3.73,2026-03-15T17:41:32.307679Z
262,2,34.3,4,2,3,3.65,2026-03-22T17:41:32.307679Z
262,3,36.4,5,1,1,3.63,2026-03-28T17:41:32.307679Z
262,4,30.2,0,5,2,3.52,2026-04-05T17:41:32.307679Z
262,5,21.7,3,5,2,3.55,2026-04-10T17:41:32.307679Z
262,6,32.2,5,3,1,3.48,2026-04-18T17:41:32.307679Z
262,7,14.8,7,3,3,3.4,2026-04-27T17:41:32.307679Z
262,8,42.3,0,1,2,3.3,2026-04-30T17:41:32.307679Z
263,1,51.2,9,1,1,3.08,2026-03-13T17:41:32.307679Z
263,2,52.6,6,2,0,2.99,2026-03-22T17:41:32.307679Z
263,3,45.8,7,3,2,2.95,2026-03-27T17:41:32.307679Z
263,4,38.4,0,0,1,2.87,2026-04-04T17:41:32.307679Z
263,5,35.1,4,1,0,2.82,2026-04-10T17:41:32.307679Z
263,6,29.8,4,1,1,2.87,2026-04-19T17:41:32.307679Z
263,7,29.2,1,3,1,2.69,2026-04-23T17:41:32.307679Z
263,8,23.3,3,4,1,2.76,2026-05-05T17:41:32.307679Z
264,1,33.4,3,1,2,2.92,2026-03-12T17:41:32.307679Z
264,2,25.3,5,1,0,2.76,2026-03-25T17:41:32.307679Z
264,3,32.0,4,3,3,2.84,2026-03-30T17:41:32.307679Z
264,4,10.1,0,4,3,2.65,2026-04-03T17:41:32.307679Z
264,5,20.9,6,3,1,2.61,2026-04-09T17:41:32.307679Z
264,6,16.2,3,2,0,2.71,2026-04-19T17:41:32.307679Z
264,7,1.0,0,2,2,2.52,2026-04-23T17:41:32.307679Z
264,8,1.0,4,0,1,2.58,2026-05-05T17:41:32.307679Z
265,1,60.6,4,5,2,3.31,2026-03-14T17:41:32.307679Z
265,2,59.5,2,0,1,3.39,2026-03-19T17:41:32.307679Z
265,3,60.0,6,2,2,3.19,2026-04-01T17:41:32.307679Z
265,4,47.5,0,4,1,3.22,2026-04-02T17:41:32.307679Z
265,5,53.8,5,3,2,3.14,2026-04-09T17:41:32.307679Z
265,6,58.8,2,4,1,3.05,2026-04-16T17:41:32.307679Z
265,7,36.3,8,1,3,3.05,2026-04-26T17:41:32.307679Z
265,8,36.2,2,0,1,3.03,2026-05-04T17:41:32.307679Z
266,1,41.6,3,3,1,3.1,2026-03-16T17:41:32.307679Z
266,2,37.5,4,0,0,3.01,2026-03-23T17:41:32.307679Z
266,3,40.0,6,1,0,2.98,2026-03-29T17:41:32.307679Z
266,4,26.3,5,5,2,2.89,2026-04-04T17:41:32.307679Z
266,5,29.5,1,3,1,2.76,2026-04-09T17:41:32.307679Z
266,6,44.4,2,3,1,2.87,2026-04-21T17:41:32.307679Z
266,7,26.4,4,1,1,2.82,2026-04-29T17:41:32.307679Z
266,8,8.9,3,2,2,2.62,2026-05-03T17:41:32.307679Z
267,1,30.6,3,3,3,3.26,2026-03-15T17:41:32.307679Z
267,2,33.7,6,4,2,3.28,2026-03-23T17:41:32.307679Z
267,3,28.6,3,1,2,3.1,2026-03-30T17:41:32.307679Z
267,4,15.8,5,1,1,3.18,2026-04-04T17:41:32.307679Z
267,5,15.8,4,2,0,3.04,2026-04-15T17:41:32.307679Z
267,6,7.6,2,3,1,3.08,2026-04-17T17:41:32.307679Z
267,7,33.6,3,3,0,2.88,2026-04-28T17:41:32.307679Z
267,8,21.9,0,4,1,3.01,2026-05-03T17:41:32.307679Z
268,1,30.5,7,2,3,3.82,2026-03-18T17:41:32.307679Z
268,2,20.8,3,0,2,3.77,2026-03-23T17:41:32.307679Z
268,3,26.6,4,1,2,3.62,2026-03-30T17:41:32.307679Z
268,4,13.2,5,1,2,3.5,2026-04-04T17:41:32.307679Z
268,5,5.7,3,2,2,3.44,2026-04-10T17:41:32.307679Z
268,6,5.4,4,5,3,3.41,2026-04-17T17:41:32.307679Z
268,7,14.0,5,3,3,3.43,2026-04-29T17:41:32.307679Z
268,8,1.0,1,3,2,3.38,2026-05-02T17:41:32.307679Z
269,1,51.3,6,1,2,2.47,2026-03-17T17:41:32.307679Z
269,2,43.2,2,3,1,2.47,2026-03-22T17:41:32.307679Z
269,3,42.8,5,5,1,2.36,2026-03-29T17:41:32.307679Z
269,4,32.6,6,2,0,2.42,2026-04-06T17:41:32.307679Z
269,5,29.8,4,4,1,2.36,2026-04-15T17:41:32.307679Z
269,6,42.7,3,4,2,2.27,2026-04-20T17:41:32.307679Z
269,7,34.5,7,4,2,2.27,2026-04-25T17:41:32.307679Z
269,8,29.1,6,3,1,2.23,2026-05-01T17:41:32.307679Z
270,1,41.6,1,3,0,2.53,2026-03-17T17:41:32.307679Z
270,2,34.8,5,4,1,2.55,2026-03-20T17:41:32.307679Z
270,3,30.3,7,1,0,2.47,2026-03-27T17:41:32.307679Z
270,4,25.4,1,5,2,2.53,2026-04-07T17:41:32.307679Z
270,5,34.2,2,2,1,2.33,2026-04-10T17:41:32.307679Z
270,6,10.0,5,6,2,2.42,2026-04-18T17:41:32.307679Z
270,7,32.9,2,0,1,2.37,2026-04-23T17:41:32.307679Z
270,8,1.9,0,1,2,2.22,2026-05-04T17:41:32.307679Z
271,1,57.4,7,2,3,2.46,2026-03-12T17:41:32.307679Z
271,2,58.2,5,4,1,2.56,2026-03-21T17:41:32.307679Z
271,3,46.9,4,3,2,2.42,2026-03-28T17:41:32.307679Z
271,4,49.3,4,0,3,2.28,2026-04-08T17:41:32.307679Z
271,5,52.6,4,2,2,2.37,2026-04-10T17:41:32.307679Z
271,6,30.7,4,3,0,2.3,2026-04-19T17:41:32.307679Z
271,7,37.8,4,3,3,2.28,2026-04-28T17:41:32.307679Z
271,8,47.7,2,2,1,2.15,2026-05-05T17:41:32.307679Z
272,1,40.9,5,2,2,3.14,2026-03-16T17:41:32.307679Z
272,2,40.3,4,2,1,3.08,2026-03-19T17:41:32.307679Z
272,3,42.0,8,1,0,2.99,2026-04-01T17:41:32.307679Z
272,4,34.2,5,2,3,2.82,2026-04-03T17:41:32.307679Z
272,5,18.2,0,0,2,2.9,2026-04-10T17:41:32.307679Z
272,6,18.2,3,2,2,2.78,2026-04-16T17:41:32.307679Z
272,7,46.1,0,2,1,2.73,2026-04-29T17:41:32.307679Z
272,8,16.3,1,1,2,2.65,2026-05-06T17:41:32.307679Z
273,1,45.5,3,0,3,2.88,2026-03-14T17:41:32.307679Z
273,2,48.0,3,5,1,2.72,2026-03-22T17:41:32.307679Z
273,3,40.7,5,2,1,2.79,2026-04-01T17:41:32.307679Z
273,4,47.6,5,4,1,2.64,2026-04-05T17:41:32.307679Z
273,5,39.5,2,2,2,2.75,2026-04-14T17:41:32.307679Z
273,6,21.6,3,3,2,2.53,2026-04-16T17:41:32.307679Z
273,7,16.6,7,3,0,2.53,2026-04-23T17:41:32.307679Z
273,8,25.6,4,1,1,2.46,2026-04-30T17:41:32.307679Z
274,1,25.0,5,3,2,3.89,2026-03-15T17:41:32.307679Z
274,2,27.8,3,0,1,3.81,2026-03-21T17:41:32.307679Z
274,3,19.4,6,4,1,3.69,2026-03-26T17:41:32.307679Z
274,4,25.3,2,0,2,3.64,2026-04-02T17:41:32.307679Z
274,5,1.2,2,4,2,3.65,2026-04-09T17:41:32.307679Z
274,6,1.5,4,3,1,3.66,2026-04-22T17:41:32.307679Z
274,7,22.4,2,2,0,3.47,2026-04-29T17:41:32.307679Z
274,8,2.1,4,5,2,3.51,2026-04-30T17:41:32.307679Z
275,1,42.8,3,2,2,3.81,2026-03-14T17:41:32.307679Z
275,2,39.4,2,2,0,3.83,2026-03-22T17:41:32.307679Z
275,3,32.3,4,2,1,3.67,2026-04-01T17:41:32.307679Z
275,4,32.1,3,0,1,3.74,2026-04-03T17:41:32.307679Z
275,5,44.1,2,2,2,3.6,2026-04-13T17:41:32.307679Z
275,6,37.2,2,2,2,3.53,2026-04-20T17:41:32.307679Z
275,7,38.1,3,3,2,3.52,2026-04-24T17:41:32.307679Z
275,8,18.0,4,3,3,3.45,2026-05-02T17:41:32.307679Z
276,1,25.1,4,0,3,2.83,2026-03-14T17:41:32.307679Z
276,2,22.2,2,2,0,2.92,2026-03-24T17:41:32.307679Z
276,3,18.8,4,3,3,2.76,2026-03-27T17:41:32.307679Z
276,4,20.6,2,0,3,2.81,2026-04-02T17:41:32.307679Z
276,5,19.9,7,3,2,2.69,2026-04-09T17:41:32.307679Z
276,6,10.3,4,7,2,2.58,2026-04-21T17:41:32.307679Z
276,7,1.0,4,1,0,2.54,2026-04-27T17:41:32.307679Z
276,8,16.8,6,2,0,2.67,2026-04-30T17:41:32.307679Z
277,1,39.1,3,3,0,3.76,2026-03-17T17:41:32.307679Z
277,2,28.1,2,3,1,3.72,2026-03-24T17:41:32.307679Z
277,3,27.9,2,1,2,3.8,2026-03-26T17:41:32.307679Z
277,4,24.2,4,4,2,3.75,2026-04-08T17:41:32.307679Z
277,5,31.3,0,5,2,3.57,2026-04-12T17:41:32.307679Z
277,6,4.6,3,1,1,3.55,2026-04-18T17:41:32.307679Z
277,7,18.5,3,1,4,3.5,2026-04-24T17:41:32.307679Z
277,8,8.9,4,3,2,3.46,2026-04-30T17:41:32.307679Z
278,1,29.0,6,1,0,3.32,2026-03-13T17:41:32.307679Z
278,2,33.4,6,1,0,3.4,2026-03-24T17:41:32.307679Z
278,3,23.6,3,2,0,3.38,2026-03-26T17:41:32.307679Z
278,4,22.4,3,6,1,3.28,2026-04-07T17:41:32.307679Z
278,5,16.2,1,1,3,3.24,2026-04-13T17:41:32.307679Z
278,6,9.2,1,3,2,3.1,2026-04-17T17:41:32.307679Z
278,7,10.8,2,4,4,3.14,2026-04-25T17:41:32.307679Z
278,8,7.0,1,2,2,3.12,2026-05-06T17:41:32.307679Z
279,1,46.2,3,1,4,2.57,2026-03-18T17:41:32.307679Z
279,2,47.1,5,4,1,2.52,2026-03-21T17:41:32.307679Z
279,3,37.0,3,0,3,2.6,2026-03-31T17:41:32.307679Z
279,4,38.5,3,4,1,2.48,2026-04-08T17:41:32.307679Z
279,5,39.9,3,0,0,2.4,2026-04-11T17:41:32.307679Z
279,6,40.6,5,2,2,2.41,2026-04-16T17:41:32.307679Z
279,7,31.2,7,1,1,2.28,2026-04-29T17:41:32.307679Z
279,8,27.2,3,3,1,2.24,2026-05-02T17:41:32.307679Z
280,1,51.2,0,4,2,2.82,2026-03-12T17:41:32.307679Z
280,2,51.0,6,4,1,2.82,2026-03-21T17:41:32.307679Z
280,3,46.8,4,6,3,2.63,2026-03-28T17:41:32.307679Z
280,4,35.0,2,3,0,2.61,2026-04-07T17:41:32.307679Z
280,5,32.5,6,2,3,2.61,2026-04-09T17:41:32.307679Z
280,6,39.2,3,2,2,2.61,2026-04-16T17:41:32.307679Z
280,7,41.0,7,4,1,2.45,2026-04-28T17:41:32.307679Z
280,8,46.0,4,0,2,2.48,2026-05-02T17:41:32.307679Z
281,1,30.7,5,3,3,3.61,2026-03-17T17:41:32.307679Z
281,2,30.8,3,3,0,3.53,2026-03-20T17:41:32.307679Z
281,3,19.5,5,4,1,3.36,2026-03-26T17:41:32.307679Z
281,4,32.8,2,2,1,3.42,2026-04-07T17:41:32.307679Z
281,5,18.6,1,3,4,3.29,2026-04-13T17:41:32.307679Z
281,6,6.4,4,3,2,3.34,2026-04-17T17:41:32.307679Z
281,7,1.0,4,4,2,3.21,2026-04-27T17:41:32.307679Z
281,8,22.7,1,2,1,3.25,2026-05-06T17:41:32.307679Z
282,1,35.9,5,3,2,3.68,2026-03-17T17:41:32.307679Z
282,2,37.8,6,4,3,3.68,2026-03-20T17:41:32.307679Z
282,3,30.3,2,3,2,3.63,2026-04-01T17:41:32.307679Z
282,4,21.4,5,3,2,3.49,2026-04-07T17:41:32.307679Z
282,5,22.4,4,5,3,3.44,2026-04-11T17:41:32.307679Z
282,6,24.7,1,1,0,3.53,2026-04-22T17:41:32.307679Z
282,7,19.5,2,3,1,3.39,2026-04-23T17:41:32.307679Z
282,8,12.4,3,1,1,3.36,2026-04-30T17:41:32.307679Z
283,1,47.6,5,3,2,3.68,2026-03-18T17:41:32.307679Z
283,2,49.7,6,3,4,3.7,2026-03-24T17:41:32.307679Z
283,3,41.1,6,2,2,3.69,2026-04-01T17:41:32.307679Z
283,4,49.5,1,3,0,3.53,2026-04-08T17:41:32.307679Z
283,5,40.7,8,2,4,3.44,2026-04-10T17:41:32.307679Z
283,6,23.1,2,1,0,3.42,2026-04-17T17:41:32.307679Z
283,7,43.0,4,1,1,3.45,2026-04-29T17:41:32.307679Z
283,8,45.2,0,2,2,3.3,2026-05-04T17:41:32.307679Z
284,1,55.2,2,4,0,3.08,2026-03-13T17:41:32.307679Z
284,2,60.8,2,1,1,2.99,2026-03-22T17:41:32.307679Z
284,3,59.7,7,3,2,2.87,2026-03-26T17:41:32.307679Z
284,4,46.2,6,5,2,2.8,2026-04-05T17:41:32.307679Z
284,5,57.1,2,2,0,2.85,2026-04-14T17:41:32.307679Z
284,6,44.4,5,2,0,2.67,2026-04-18T17:41:32.307679Z
284,7,46.4,4,4,2,2.8,2026-04-25T17:41:32.307679Z
284,8,57.4,3,4,1,2.64,2026-04-30T17:41:32.307679Z
285,1,41.5,7,2,0,3.57,2026-03-12T17:41:32.307679Z
285,2,34.9,5,3,2,3.44,2026-03-20T17:41:32.307679Z
285,3,30.5,5,1,2,3.34,2026-03-26T17:41:32.307679Z
285,4,26.6,6,3,0,3.45,2026-04-05T17:41:32.307679Z
285,5,32.3,3,3,3,3.22,2026-04-12T17:41:32.307679Z
285,6,27.9,2,4,2,3.31,2026-04-17T17:41:32.307679Z
285,7,25.9,3,1,1,3.21,2026-04-27T17:41:32.307679Z
285,8,23.3,5,1,3,3.24,2026-05-05T17:41:32.307679Z
286,1,45.5,5,3,2,3.79,2026-03-16T17:41:32.307679Z
286,2,46.2,2,2,1,3.73,2026-03-19T17:41:32.307679Z
286,3,46.4,4,3,0,3.7,2026-03-28T17:41:32.307679Z
286,4,36.8,7,4,1,3.74,2026-04-02T17:41:32.307679Z
286,5,48.7,2,3,0,3.65,2026-04-11T17:41:32.307679Z
286,6,31.2,2,5,1,3.52,2026-04-22T17:41:32.307679Z
286,7,44.1,0,5,1,3.45,2026-04-24T17:41:32.307679Z
286,8,34.6,4,2,2,3.55,2026-05-02T17:41:32.307679Z
287,1,42.0,7,4,1,3.46,2026-03-13T17:41:32.307679Z
287,2,36.2,3,1,2,3.28,2026-03-21T17:41:32.307679Z
287,3,35.0,5,4,2,3.42,2026-04-01T17:41:32.307679Z
287,4,34.8,5,0,1,3.34,2026-04-08T17:41:32.307679Z
287,5,33.5,5,2,1,3.19,2026-04-11T17:41:32.307679Z
287,6,20.8,4,2,2,3.22,2026-04-22T17:41:32.307679Z
287,7,43.9,1,2,3,3.18,2026-04-24T17:41:32.307679Z
287,8,12.0,1,2,3,3.03,2026-05-04T17:41:32.307679Z
288,1,55.5,3,1,1,3.73,2026-03-14T17:41:32.307679Z
288,2,48.5,4,2,0,3.71,2026-03-23T17:41:32.307679Z
288,3,47.5,4,1,2,3.67,2026-03-26T17:41:32.307679Z
288,4,42.8,2,3,0,3.58,2026-04-03T17:41:32.307679Z
288,5,52.3,5,3,2,3.55,2026-04-14T17:41:32.307679Z
288,6,33.1,2,1,3,3.49,2026-04-22T17:41:32.307679Z
288,7,48.2,4,3,1,3.6,2026-04-24T17:41:32.307679Z
288,8,22.1,3,3,2,3.55,2026-05-06T17:41:32.307679Z
289,1,36.6,1,3,2,2.72,2026-03-13T17:41:32.307679Z
289,2,30.6,2,2,0,2.56,2026-03-22T17:41:32.307679Z
289,3,18.4,3,2,3,2.62,2026-03-27T17:41:32.307679Z
289,4,27.8,5,2,2,2.5,2026-04-06T17:41:32.307679Z
289,5,16.5,4,6,2,2.59,2026-04-14T17:41:32.307679Z
289,6,33.7,5,3,3,2.39,2026-04-19T17:41:32.307679Z
289,7,22.8,2,5,1,2.45,2026-04-28T17:41:32.307679Z
289,8,1.0,0,4,0,2.26,2026-05-06T17:41:32.307679Z
290,1,58.1,7,5,1,3.83,2026-03-18T17:41:32.307679Z
290,2,53.6,6,4,1,3.83,2026-03-22T17:41:32.307679Z
290,3,57.8,3,5,2,3.88,2026-04-01T17:41:32.307679Z
290,4,44.9,4,4,3,3.86,2026-04-05T17:41:32.307679Z
290,5,43.5,3,0,2,3.66,2026-04-10T17:41:32.307679Z
290,6,37.0,0,3,1,3.58,2026-04-18T17:41:32.307679Z
290,7,46.5,4,6,2,3.58,2026-04-26T17:41:32.307679Z
290,8,39.9,4,5,3,3.63,2026-05-02T17:41:32.307679Z
291,1,53.7,2,3,2,2.6,2026-03-12T17:41:32.307679Z
291,2,57.7,2,3,2,2.55,2026-03-20T17:41:32.307679Z
291,3,49.1,4,4,2,2.46,2026-04-01T17:41:32.307679Z
291,4,51.2,5,2,2,2.46,2026-04-06T17:41:32.307679Z
291,5,40.9,4,2,1,2.25,2026-04-15T17:41:32.307679Z
291,6,48.9,3,1,2,2.34,2026-04-19T17:41:32.307679Z
291,7,21.9,4,1,2,2.3,2026-04-28T17:41:32.307679Z
291,8,30.5,1,3,1,2.19,2026-05-06T17:41:32.307679Z
292,1,39.5,3,4,0,3.72,2026-03-17T17:41:32.307679Z
292,2,37.7,3,0,1,3.68,2026-03-21T17:41:32.307679Z
292,3,39.9,1,1,0,3.65,2026-03-28T17:41:32.307679Z
292,4,29.8,6,3,2,3.59,2026-04-03T17:41:32.307679Z
292,5,35.9,4,3,2,3.5,2026-04-13T17:41:32.307679Z
292,6,30.4,4,3,2,3.58,2026-04-19T17:41:32.307679Z
292,7,17.4,7,4,2,3.56,2026-04-29T17:41:32.307679Z
292,8,7.3,2,5,2,3.39,2026-05-01T17:41:32.307679Z
293,1,31.6,3,4,1,3.3,2026-03-12T17:41:32.307679Z
293,2,29.5,0,1,2,3.28,2026-03-20T17:41:32.307679Z
293,3,24.2,8,3,2,3.22,2026-03-31T17:41:32.307679Z
293,4,31.4,4,1,1,3.3,2026-04-03T17:41:32.307679Z
293,5,14.7,6,3,2,3.14,2026-04-12T17:41:32.307679Z
293,6,11.1,8,2,3,3.13,2026-04-20T17:41:32.307679Z
293,7,11.5,3,3,2,3.1,2026-04-26T17:41:32.307679Z
293,8,3.8,6,5,2,2.99,2026-05-06T17:41:32.307679Z
294,1,51.3,2,4,2,3.26,2026-03-14T17:41:32.307679Z
294,2,42.5,9,1,2,3.16,2026-03-20T17:41:32.307679Z
294,3,43.9,5,4,2,3.06,2026-04-01T17:41:32.307679Z
294,4,31.7,2,1,3,3.03,2026-04-06T17:41:32.307679Z
294,5,36.1,8,1,2,2.98,2026-04-11T17:41:32.307679Z
294,6,39.4,2,2,1,2.94,2026-04-21T17:41:32.307679Z
294,7,17.9,0,4,1,3.04,2026-04-23T17:41:32.307679Z
294,8,24.9,0,1,0,2.8,2026-05-05T17:41:32.307679Z
295,1,38.1,3,0,2,2.65,2026-03-18T17:41:32.307679Z
295,2,44.3,5,4,2,2.53,2026-03-20T17:41:32.307679Z
295,3,44.2,4,1,1,2.62,2026-03-31T17:41:32.307679Z
295,4,31.9,6,1,2,2.5,2026-04-05T17:41:32.307679Z
295,5,30.0,3,2,1,2.36,2026-04-11T17:41:32.307679Z
295,6,14.9,5,4,0,2.3,2026-04-19T17:41:32.307679Z
295,7,39.9,5,2,1,2.41,2026-04-27T17:41:32.307679Z
295,8,30.7,1,1,2,2.38,2026-05-03T17:41:32.307679Z
296,1,49.3,6,3,2,3.71,2026-03-15T17:41:32.307679Z
296,2,41.9,7,3,2,3.65,2026-03-19T17:41:32.307679Z
296,3,47.7,0,2,3,3.65,2026-03-30T17:41:32.307679Z
296,4,38.1,6,4,2,3.54,2026-04-03T17:41:32.307679Z
296,5,29.2,0,0,1,3.38,2026-04-10T17:41:32.307679Z
296,6,31.5,6,2,1,3.36,2026-04-19T17:41:32.307679Z
296,7,30.0,2,2,2,3.45,2026-04-28T17:41:32.307679Z
296,8,41.5,2,2,1,3.23,2026-05-02T17:41:32.307679Z
297,1,42.7,3,2,1,3.0,2026-03-13T17:41:32.307679Z
